code,description,label
XM2T51,Fimasartan,XM2T51 - Fimasartan
XM3YY8,Alacepril,XM3YY8 - Alacepril
XM3F15,Trandolapril,XM3F15 - Trandolapril
XM3DT0,Delapril,XM3DT0 - Delapril
XM6DX1,Moexipril,XM6DX1 - Moexipril
XM25N5,Temocapril,XM25N5 - Temocapril
XM5SK2,Inhibidores de la HMG CoA reductasa,XM5SK2 - Inhibidores de la HMG CoA reductasa
XM7AU9,Simvastatina,XM7AU9 - Simvastatina
XM7SM7,Pravastatina,XM7SM7 - Pravastatina
XM72M6,Lovastatina,XM72M6 - Lovastatina
XM5UF1,Fluvastatina,XM5UF1 - Fluvastatina
XM2WF6,Atorvastatina,XM2WF6 - Atorvastatina
XM0M94,Cerivastatina,XM0M94 - Cerivastatina
XM6NK5,Rosuvastatina,XM6NK5 - Rosuvastatina
XM8420,Pitavastatina,XM8420 - Pitavastatina
XM1KP1,Fibratos,XM1KP1 - Fibratos
XM19J9,Clofibrato,XM19J9 - Clofibrato
XM3F75,Bezafibrato,XM3F75 - Bezafibrato
XM7929,Clofibrato de aluminio,XM7929 - Clofibrato de aluminio
XM01S9,Gemfibrozilo,XM01S9 - Gemfibrozilo
XM73E0,Fenofibrato,XM73E0 - Fenofibrato
XM6MW5,Simfibrato,XM6MW5 - Simfibrato
XM39Z8,Ronifibrato,XM39Z8 - Ronifibrato
XM9HU7,Ciprofibrato,XM9HU7 - Ciprofibrato
XM4390,Etofibrato,XM4390 - Etofibrato
XM93U8,Clofibrida,XM93U8 - Clofibrida
XM9554,Fenofibrato de colina,XM9554 - Fenofibrato de colina
XM1W44,Secuestrantes de ácidos biliares,XM1W44 - Secuestrantes de ácidos biliares
XM0HQ4,Colestiramina,XM0HQ4 - Colestiramina
XM0KK8,Colestipol,XM0KK8 - Colestipol
XM5RQ3,Colextran,XM5RQ3 - Colextran
XM6MC3,Colesevelam,XM6MC3 - Colesevelam
XM0563,Ácido nicotínico y derivados,XM0563 - Ácido nicotínico y derivados
XM5QD1,Nicotinato de inositol,XM5QD1 - Nicotinato de inositol
XM48Y3,Ciclonicato,XM48Y3 - Ciclonicato
XM6QT0,Acipimox,XM6QT0 - Acipimox
XM2KX4,Ácido oxiniácico,XM2KX4 - Ácido oxiniácico
XM3N68,Medicamento antiaterosclerótico,XM3N68 - Medicamento antiaterosclerótico
XM2EA3,Medicamento anticolesterolémico,XM2EA3 - Medicamento anticolesterolémico
XM3108,Medicamento antihiperlipidémico,XM3108 - Medicamento antihiperlipidémico
XM4FN5,Medicamento antilipémico,XM4FN5 - Medicamento antilipémico
XM2GM2,b-benzalbutiramida,XM2GM2 - b-benzalbutiramida
XM4KW6,b-sitosterol (es),XM4KW6 - b-sitosterol (es)
XM6BA8,Benzalbutiramida,XM6BA8 - Benzalbutiramida
XM4WS4,Nicotinato de bencilo,XM4WS4 - Nicotinato de bencilo
XM43X4,Binifibrato,XM43X4 - Binifibrato
XM35X4,Agentes reductores del colesterol,XM35X4 - Agentes reductores del colesterol
XM8FB5,Colestiramina (resina),XM8FB5 - Colestiramina (resina)
XM2LR7,Clinofibrato,XM2LR7 - Clinofibrato
XM6DX0,Ácido clofibrico,XM6DX0 - Ácido clofibrico
XM2R17,Cyamopsis tetragono-loba,XM2R17 - Cyamopsis tetragono-loba
XM8K49,Detaxtrano,XM8K49 - Detaxtrano
XM8FC2,Etilparaclorofeno-oxisobutirato,XM8FC2 - Etilparaclorofeno-oxisobutirato
XM0TN1,Etiroxato,XM0TN1 - Etiroxato
XM6B07,Clofibrato de etofilina,XM6B07 - Clofibrato de etofilina
XM6DW9,Goma guar (medicinal),XM6DW9 - Goma guar (medicinal)
XM4E46,Halofenato,XM4E46 - Halofenato
XM2WA3,Colestiramina resina de intercambio iónico,XM2WA3 - Colestiramina resina de intercambio iónico
XM0H99,Ácido linoleico,XM0H99 - Ácido linoleico
XM5VN6,Ácido linolénico,XM5VN6 - Ácido linolénico
XM0KD7,Mesoglicano,XM0KD7 - Mesoglicano
XM45F6,Ácido oleico,XM45F6 - Ácido oleico
XM68L2,Pirozadil,XM68L2 - Pirozadil
XM1Q10,Sulfato de polidexido,XM1Q10 - Sulfato de polidexido
XM4UK3,Probucol,XM4UK3 - Probucol
XM2YX6,Aceite de cártamo,XM2YX6 - Aceite de cártamo
XM5F26,Sitosteroles,XM5F26 - Sitosteroles
XM2LX5,Soisterol,XM2LX5 - Soisterol
XM3C43,Aceite de semilla de girasol,XM3C43 - Aceite de semilla de girasol
XM95B1,Triparanol,XM95B1 - Triparanol
XM3PL9,Ácido graso insaturado,XM3PL9 - Ácido graso insaturado
XM2KC4,Triglicéridos omega-3,XM2KC4 - Triglicéridos omega-3
XM2AL6,Tiadenol,XM2AL6 - Tiadenol
XM44B6,Meglutol,XM44B6 - Meglutol
XM10P8,Glutamato de piridoxal 5-fosfato de magnesio,XM10P8 - Glutamato de piridoxal 5-fosfato de magnesio
XM9HP8,Policosanol,XM9HP8 - Policosanol
XM5BK7,Ezetimibe,XM5BK7 - Ezetimibe
XM52K4,Alipogene tiparvovec,XM52K4 - Alipogene tiparvovec
XM7049,Mipomersen,XM7049 - Mipomersen
XM3RL5,Lomitapida,XM3RL5 - Lomitapida
XM9F64,Evolocumab,XM9F64 - Evolocumab
XM1LB0,Alirocumab,XM1LB0 - Alirocumab
XM2KT4,Evinacumab,XM2KT4 - Evinacumab
XM4RG7,Volanesorsen,XM4RG7 - Volanesorsen
XM8BT9,Bloqueadores selectivos de los canales de calcio,XM8BT9 - Bloqueadores selectivos de los canales de calcio
XM3D74,Derivados de dihidropiridina,XM3D74 - Derivados de dihidropiridina
XM1BZ0,Felodipina,XM1BZ0 - Felodipina
XM1SC0,Isradipina,XM1SC0 - Isradipina
XM3L32,Nicardipina,XM3L32 - Nicardipina
XM3N90,Nifedipina,XM3N90 - Nifedipina
XM5TX8,Nimodipina,XM5TX8 - Nimodipina
XM5W45,Nisoldipina,XM5W45 - Nisoldipina
XM17Z8,Nitrendipino,XM17Z8 - Nitrendipino
XM2QH8,Lacidipina,XM2QH8 - Lacidipina
XM68M5,Amlodipino,XM68M5 - Amlodipino
XM6PC3,Nilvadipino,XM6PC3 - Nilvadipino
XM3GA2,Manidipino,XM3GA2 - Manidipino
XM84M5,Barnidipino,XM84M5 - Barnidipino
XM3MV9,Lercanidipino,XM3MV9 - Lercanidipino
XM3TF3,Cilnidipino,XM3TF3 - Cilnidipino
XM8EW6,Benidipino,XM8EW6 - Benidipino
XM5GS7,Clevidipino,XM5GS7 - Clevidipino
XM91L4,Levamlodipina,XM91L4 - Levamlodipina
XM2XU6,Derivados de fenilalquilamina - selectivos,XM2XU6 - Derivados de fenilalquilamina - selectivos
XM5GX3,Verapamilo,XM5GX3 - Verapamilo
XM2WH6,Galopamil,XM2WH6 - Galopamil
XM6GX5,Mibefradil,XM6GX5 - Mibefradil
XM5K59,Diltiazem,XM5K59 - Diltiazem
XM1EL1,Tiapamil,XM1EL1 - Tiapamil
XM3BC0,Oxodipina,XM3BC0 - Oxodipina
XM2JS2,Bloqueadores de los canales de calcio no selectivos,XM2JS2 - Bloqueadores de los canales de calcio no selectivos
XM6T88,Derivados de fenilalquilamina - no selectivos,XM6T88 - Derivados de fenilalquilamina - no selectivos
XM1LR8,Bepridil,XM1LR8 - Bepridil
XM5BR3,Fendilina,XM5BR3 - Fendilina
XM3NU8,Lidoflazina,XM3NU8 - Lidoflazina
XM0T83,Clorhidrato de moxonidina,XM0T83 - Clorhidrato de moxonidina
XM5JS3,Glucósidos cardíacos,XM5JS3 - Glucósidos cardíacos
XM2EL5,Glucósidos digitálicos,XM2EL5 - Glucósidos digitálicos
XM0QK0,Acetildigitoxina,XM0QK0 - Acetildigitoxina
XM1640,Acetildigoxina,XM1640 - Acetildigoxina
XM2GT4,Hojas de digitalis,XM2GT4 - Hojas de digitalis
XM8VJ6,Digoxina,XM8VJ6 - Digoxina
XM13W9,Digitoxina,XM13W9 - Digitoxina
XM8036,Lanatosido C,XM8036 - Lanatosido C
XM8XH2,Deslanosido,XM8XH2 - Deslanosido
XM37V6,Metildigoxina,XM37V6 - Metildigoxina
XM2505,Gitoformiato,XM2505 - Gitoformiato
XM71V6,Glucósidos de Scilla,XM71V6 - Glucósidos de Scilla
XM1EG1,Proscilaridina,XM1EG1 - Proscilaridina
XM6GX1,Glucósidos de Strophanthus,XM6GX1 - Glucósidos de Strophanthus
XM30Z9,Cimarina,XM30Z9 - Cimarina
XM9YU9,Estrofantina g,XM9YU9 - Estrofantina g
XM3WU3,Peruvosida,XM3WU3 - Peruvosida
XM2PQ4,Inhibidores de la fosfodiesterasa,XM2PQ4 - Inhibidores de la fosfodiesterasa
XM0QD0,Amrinona,XM0QD0 - Amrinona
XM6JT4,Milrinona,XM6JT4 - Milrinona
XM2H68,Enoximona,XM2H68 - Enoximona
XM4BC1,Bucladesina,XM4BC1 - Bucladesina
XM1K71,Agonistas predominantemente de receptores alfa-adrenérgicos y de dopamina,XM1K71 - Agonistas predominantemente de receptores alfa-adrenérgicos y de dopamina
XM9NM4,Dopamina,XM9NM4 - Dopamina
XM2A75,Norfenefrina,XM2A75 - Norfenefrina
XM5HS9,Oxedrina,XM5HS9 - Oxedrina
XM6L38,Metaraminol,XM6L38 - Metaraminol
XM2CG2,Metoxamina,XM2CG2 - Metoxamina
XM4B54,Gepefrina,XM4B54 - Gepefrina
XM1641,Ibopamina,XM1641 - Ibopamina
XM6LP2,Dimetofrina,XM6LP2 - Dimetofrina
XM4ZY2,Dopexamina,XM4ZY2 - Dopexamina
XM79K5,Midodrina,XM79K5 - Midodrina
XM91X4,Fenoldopam,XM91X4 - Fenoldopam
XM2BX9,Cafedrina,XM2BX9 - Cafedrina
XM1CS6,Teodrenalina,XM1CS6 - Teodrenalina
XM9QY5,Dexmedetomidina,XM9QY5 - Dexmedetomidina
XM38P3,Mesilato de amidofina,XM38P3 - Mesilato de amidofina
XM7AV8,Fenoxazolina,XM7AV8 - Fenoxazolina
XM0H59,Indanazolina,XM0H59 - Indanazolina
XM5J98,Metizolina,XM5J98 - Metizolina
XM3Q12,Nafazolina,XM3Q12 - Nafazolina
XM4KH5,Oximetazolina,XM4KH5 - Oximetazolina
XM4435,Propilhexedrina,XM4435 - Propilhexedrina
XM1RJ9,Tramazolina,XM1RJ9 - Tramazolina
XM8706,Tuaminoheptano,XM8706 - Tuaminoheptano
XM0240,Timazolina,XM0240 - Timazolina
XM8US0,Xilometazolina,XM8US0 - Xilometazolina
XM96M5,Agonista predominantemente beta-adrenérgico,XM96M5 - Agonista predominantemente beta-adrenérgico
XM10L5,Angiotensina,XM10L5 - Angiotensina
XM3D85,Beclometasona,XM3D85 - Beclometasona
XM4E14,Dobutamina,XM4E14 - Dobutamina
XM18Q9,Prenalterol,XM18Q9 - Prenalterol
XM5HL3,Racepinefrina,XM5HL3 - Racepinefrina
XM1CS3,Ritodrina,XM1CS3 - Ritodrina
XM1X48,Agonistas selectivos de los receptores beta-2 adrenérgicos,XM1X48 - Agonistas selectivos de los receptores beta-2 adrenérgicos
XM8MA0,Salbutamol,XM8MA0 - Salbutamol
XM6NE3,Terbutalina,XM6NE3 - Terbutalina
XM2HS2,Fenoterol,XM2HS2 - Fenoterol
XM3NS3,Clembuterol,XM3NS3 - Clembuterol
XM7MM4,Reproterol,XM7MM4 - Reproterol
XM2YD0,Procaterol,XM2YD0 - Procaterol
XM15R7,Bitolterol,XM15R7 - Bitolterol
XM2U16,Bambuterol,XM2U16 - Bambuterol
XM51C1,Indacaterol,XM51C1 - Indacaterol
XM1QR3,Olodaterol,XM1QR3 - Olodaterol
XM05Y4,Broxaterol,XM05Y4 - Broxaterol
XM4ZB3,Carbuterol,XM4ZB3 - Carbuterol
XM22C3,Rimiterol,XM22C3 - Rimiterol
XM1GA5,Hexoprenalina,XM1GA5 - Hexoprenalina
XM8ZC3,Isoetarina,XM8ZC3 - Isoetarina
XM1QR7,Pirbuterol,XM1QR7 - Pirbuterol
XM3GQ2,Tretoquinol,XM3GQ2 - Tretoquinol
XM2YE0,Tulobuterol,XM2YE0 - Tulobuterol
XM6B34,Salmeterol,XM6B34 - Salmeterol
XM27W7,Clorprenalina,XM27W7 - Clorprenalina
XM4YX5,Etafedrina,XM4YX5 - Etafedrina
XM55D7,Ibuterol,XM55D7 - Ibuterol
XM6EU7,Levalbuterol,XM6EU7 - Levalbuterol
XM0QJ7,Formoterol,XM0QJ7 - Formoterol
XM6KG3,Isoprenalina,XM6KG3 - Isoprenalina
XM6AG0,Orciprenalina,XM6AG0 - Orciprenalina
XM78W6,Metoxifenamina,XM78W6 - Metoxifenamina
XM9TS0,Octopamina,XM9TS0 - Octopamina
XM17S3,Arbutamina,XM17S3 - Arbutamina
XM0FE9,Protoquilol,XM0FE9 - Protoquilol
XM7YK1,Alfa acetildigoxina,XM7YK1 - Alfa acetildigoxina
XM0SY1,b-acetildigoxina,XM0SY1 - b-acetildigoxina
XM91S1,Cardiotónico (glucósido),XM91S1 - Cardiotónico (glucósido)
XM1W74,Cerberin,XM1W74 - Cerberin
XM5NG4,Ch'an su,XM5NG4 - Ch'an su
XM11U7,Glicósidos de la convallaria,XM11U7 - Glicósidos de la convallaria
XM4Q19,Extracto de crataegus,XM4Q19 - Extracto de crataegus
XM7RY5,Digitalina,XM7RY5 - Digitalina
XM2SP4,Digitalis lanata,XM2SP4 - Digitalis lanata
XM3Y64,Digitalis purpurea,XM3Y64 - Digitalis purpurea
XM0V98,Digitoxosa,XM0V98 - Digitoxosa
XM0DG3,Gitalina,XM0DG3 - Gitalina
XM8K74,Gitaloxina,XM8K74 - Gitaloxina
XM7KP5,Lanatosidos,XM7KP5 - Lanatosidos
XM2X57,Meproscilarina,XM2X57 - Meproscilarina
XM6AA6,Oleandrina,XM6AA6 - Oleandrina
XM0N63,Ouabaina,XM0N63 - Ouabaina
XM02F5,Pengitoxina,XM02F5 - Pengitoxina
XM77L9,Escila,XM77L9 - Escila
XM2AW9,Estrofantina,XM2AW9 - Estrofantina
XM0EP6,Angiotensinamida,XM0EP6 - Angiotensinamida
XM45U9,Xamoterol,XM45U9 - Xamoterol
XM88B5,Levosimendan,XM88B5 - Levosimendan
XM11H1,Angiotensina II,XM11H1 - Angiotensina II
XM2FU1,"Antiarrítmicos, clase Ia","XM2FU1 - Antiarrítmicos, clase Ia"
XM8AL5,Quinidina,XM8AL5 - Quinidina
XM4MK3,Procainamida,XM4MK3 - Procainamida
XM8B35,Disopiramida,XM8B35 - Disopiramida
XM9ZC0,Esparteína,XM9ZC0 - Esparteína
XM5CS7,Ajmalina,XM5CS7 - Ajmalina
XM18V8,Lorajmina,XM18V8 - Lorajmina
XM0D87,Hidroquinidina,XM0D87 - Hidroquinidina
XM6FW1,Prajmalina,XM6FW1 - Prajmalina
XM7844,"Antiarrítmicos, clase Ib","XM7844 - Antiarrítmicos, clase Ib"
XM2BR1,Lidocaína,XM2BR1 - Lidocaína
XM93V0,Lidocaína regional,XM93V0 - Lidocaína regional
XM4RU4,Lidocaína espinal,XM4RU4 - Lidocaína espinal
XM3XK1,Mexiletina,XM3XK1 - Mexiletina
XM1V81,Tocainida,XM1V81 - Tocainida
XM37J0,Aprindina,XM37J0 - Aprindina
XM0NC9,"Antiarrítmicos, clase Ic","XM0NC9 - Antiarrítmicos, clase Ic"
XM9R82,Propafenona,XM9R82 - Propafenona
XM1E38,Flecainida,XM1E38 - Flecainida
XM04P2,Lorcainida,XM04P2 - Lorcainida
XM6TZ8,Encainida,XM6TZ8 - Encainida
XM23Q8,Etacizina,XM23Q8 - Etacizina
XM1AP6,"Antiarrítmicos, clase III","XM1AP6 - Antiarrítmicos, clase III"
XM3ZJ7,Amiodarona,XM3ZJ7 - Amiodarona
XM3ZG2,Tosilato de bretilio,XM3ZG2 - Tosilato de bretilio
XM56N7,Bunaftina,XM56N7 - Bunaftina
XM1143,Dofetilida,XM1143 - Dofetilida
XM8AA1,Ibutilida,XM8AA1 - Ibutilida
XM8QN8,Tedisamil,XM8QN8 - Tedisamil
XM8K75,Dronedarona,XM8K75 - Dronedarona
XM5JW0,"Otros antiarrítmicos, clase I y III","XM5JW0 - Otros antiarrítmicos, clase I y III"
XM1SV2,Cibenzolina,XM1SV2 - Cibenzolina
XM6KX7,Moracizina,XM6KX7 - Moracizina
XM6602,Vernakalant,XM6602 - Vernakalant
XM0KK7,Antidisrítmico,XM0KK7 - Antidisrítmico
XM9ZL3,Depresores cardiacos,XM9ZL3 - Depresores cardiacos
XM2W76,Regulador del ritmo cardiaco especificado,XM2W76 - Regulador del ritmo cardiaco especificado
XM88L7,Regulador del ritmo cardíaco,XM88L7 - Regulador del ritmo cardíaco
XM0Y13,Pilsicainida,XM0Y13 - Pilsicainida
XM64X0,Bitartrato de prajmalio,XM64X0 - Bitartrato de prajmalio
XM1NG6,Quinaglute,XM1NG6 - Quinaglute
XM7MH8,Tiracizina,XM7MH8 - Tiracizina
XM4X84,Agentes antiadrenérgicos de acción central,XM4X84 - Agentes antiadrenérgicos de acción central
XM67X4,Alcaloides de la rauwolfia,XM67X4 - Alcaloides de la rauwolfia
XM9SB3,Rescinamina,XM9SB3 - Rescinamina
XM7424,Deserpidina,XM7424 - Deserpidina
XM0ND0,Metoserpidina,XM0ND0 - Metoserpidina
XM2764,Reserpina,XM2764 - Reserpina
XM39Z4,"Alcaloides de rauwolfia, raíz entera","XM39Z4 - Alcaloides de rauwolfia, raíz entera"
XM64M5,Bietaserpina,XM64M5 - Bietaserpina
XM9G49,Metildopa,XM9G49 - Metildopa
XM54Y3,"Metildopa, levorrotatoria","XM54Y3 - Metildopa, levorrotatoria"
XM9ZV9,"Metildopa, racémica","XM9ZV9 - Metildopa, racémica"
XM2298,Agonistas del receptor de imidazolina,XM2298 - Agonistas del receptor de imidazolina
XM6GV8,Clonidina,XM6GV8 - Clonidina
XM5KP4,Guanfacina,XM5KP4 - Guanfacina
XM9SU8,Tolonidina,XM9SU8 - Tolonidina
XM4NH5,Moxonidina,XM4NH5 - Moxonidina
XM6AB8,Rilmenidina,XM6AB8 - Rilmenidina
XM7NT3,Agentes antiadrenérgicos bloqueadores ganglionares,XM7NT3 - Agentes antiadrenérgicos bloqueadores ganglionares
XM8SX7,Agentes antiadrenérgicos de acción periférica,XM8SX7 - Agentes antiadrenérgicos de acción periférica
XM3EN5,Derivados de la guanidina,XM3EN5 - Derivados de la guanidina
XM8LD0,Betanidina,XM8LD0 - Betanidina
XM3QD6,Guanetidina,XM3QD6 - Guanetidina
XM3952,Guanoxan,XM3952 - Guanoxan
XM4L51,Debrisoquina,XM4L51 - Debrisoquina
XM4189,Guanoclor,XM4189 - Guanoclor
XM4L63,Guanoxabenz,XM4L63 - Guanoxabenz
XM6N54,Guanazodina,XM6N54 - Guanazodina
XM9M92,Ripasudil,XM9M92 - Ripasudil
XM1AF9,Agentes que afectan el músculo liso arteriolar,XM1AF9 - Agentes que afectan el músculo liso arteriolar
XM7XR3,Derivados de tiazidas,XM7XR3 - Derivados de tiazidas
XM8YG1,Diazoxido,XM8YG1 - Diazoxido
XM9021,Derivados de hidrazinoftalazina,XM9021 - Derivados de hidrazinoftalazina
XM2FP9,Dihidralazina,XM2FP9 - Dihidralazina
XM8D89,Hidralazina,XM8D89 - Hidralazina
XM1KN9,Endralazina,XM1KN9 - Endralazina
XM33U1,Cadralazina,XM33U1 - Cadralazina
XM8V56,Antihipertensivos para la hipertensión arterial pulmonar,XM8V56 - Antihipertensivos para la hipertensión arterial pulmonar
XM4KA3,Bosentan,XM4KA3 - Bosentan
XM8HR5,Ambrisentan,XM8HR5 - Ambrisentan
XM7WR2,Sitaxentán,XM7WR2 - Sitaxentán
XM21T1,Macitentan,XM21T1 - Macitentan
XM8BU0,Riociguat,XM8BU0 - Riociguat
XM4NN7,Alcavervir,XM4NN7 - Alcavervir
XM28Y3,Alseroxilon,XM28Y3 - Alseroxilon
XM6T97,Amiquinsin,XM6T97 - Amiquinsin
XM3WP0,Antagonista de la serotonina,XM3WP0 - Antagonista de la serotonina
XM2PT6,Medicamento antihipertensivo,XM2PT6 - Medicamento antihipertensivo
XM0CY8,Apresolin,XM0CY8 - Apresolin
XM4FW8,Clorhidrato de benazepril,XM4FW8 - Clorhidrato de benazepril
XM5E71,Budralazina,XM5E71 - Budralazina
XM9W04,Criptenamina (tanatos),XM9W04 - Criptenamina (tanatos)
XM1TT7,DHE 45,XM1TT7 - DHE 45
XM24X9,Dihidrazina,XM24X9 - Dihidrazina
XM7NV2,Guanabenz,XM7NV2 - Guanabenz
XM5ET8,Guanaclina,XM5ET8 - Guanaclina
XM5JL6,Guanadrel,XM5JL6 - Guanadrel
XM7TE8,Guanoctina,XM7TE8 - Guanoctina
XM1LN2,Harmonil,XM1LN2 - Harmonil
XM4EP4,Medicamento hipotensor,XM4EP4 - Medicamento hipotensor
XM7W35,Metildopato,XM7W35 - Metildopato
XM1F18,Metirosina,XM1F18 - Metirosina
XM7HA8,Moderil,XM7HA8 - Moderil
XM1U35,Pargilina,XM1U35 - Pargilina
XM1GS9,Protoveratrina (s) (A) (B),XM1GS9 - Protoveratrina (s) (A) (B)
XM01D4,Raudixina,XM01D4 - Raudixina
XM74W2,Rautina,XM74W2 - Rautina
XM5FH0,Rautotal,XM5FH0 - Rautotal
XM5PW7,Rauwoldin,XM5PW7 - Rauwoldin
XM00F2,Saralasina,XM00F2 - Saralasina
XM6E07,Serpasil,XM6E07 - Serpasil
XM2W66,Nitroprusiato de sodio,XM2W66 - Nitroprusiato de sodio
XM8AK5,Sirosingopina,XM8AK5 - Sirosingopina
XM3HS0,Teprotido,XM3HS0 - Teprotido
XM5T36,Todralazina,XM5T36 - Todralazina
XM48R9,Veratrina,XM48R9 - Veratrina
XM8BQ9,Veratrum,XM8BQ9 - Veratrum
XM0YY0,Ketanserina,XM0YY0 - Ketanserina
XM2856,Nitratos orgánicos,XM2856 - Nitratos orgánicos
XM8LK8,Trinitrato de glicerilo,XM8LK8 - Trinitrato de glicerilo
XM7KD0,Tetranitrato de pentaeritritilo,XM7KD0 - Tetranitrato de pentaeritritilo
XM0DY4,Propatilnitrato,XM0DY4 - Propatilnitrato
XM3077,Dinitrato de isosorbida,XM3077 - Dinitrato de isosorbida
XM55H8,Trolnitrato,XM55H8 - Trolnitrato
XM8SP5,Tetranitrato de eritritol,XM8SP5 - Tetranitrato de eritritol
XM5KH9,Tenitramina,XM5KH9 - Tenitramina
XM9UE1,Dinitrato de metilpropilpropanodiol,XM9UE1 - Dinitrato de metilpropilpropanodiol
XM01Q8,Isosorbida,XM01Q8 - Isosorbida
XM6801,Amikhelline,XM6801 - Amikhelline
XM5QW3,Bendazol,XM5QW3 - Bendazol
XM3K91,Benziodarona,XM3K91 - Benziodarona
XM38C7,Carbocromen,XM38C7 - Carbocromen
XM38U6,Vasodilatador coronario,XM38U6 - Vasodilatador coronario
XM0SG8,Cromonar,XM0SG8 - Cromonar
XM0MW9,Diisopropilamina,XM0MW9 - Diisopropilamina
XM1E15,Dilazep,XM1E15 - Dilazep
XM8Q26,Dimoxilina,XM8Q26 - Dimoxilina
XM5M47,Efloxato,XM5M47 - Efloxato
XM3ZB0,Etafenona,XM3ZB0 - Etafenona
XM3E93,Fenalcomina,XM3E93 - Fenalcomina
XM6QE9,Fluorosol,XM6QE9 - Fluorosol
XM8Y13,Heptaminol,XM8Y13 - Heptaminol
XM4A49,Hexadilina,XM4A49 - Hexadilina
XM5MP5,Hexobendina,XM5MP5 - Hexobendina
XM5B68,Nitrito de Isoamilo,XM5B68 - Nitrito de Isoamilo
XM5BS6,Tosilato de itramina,XM5BS6 - Tosilato de itramina
XM9PV4,Kelina,XM9PV4 - Kelina
XM39T6,Khelloside,XM39T6 - Khelloside
XM30P9,Hexanitrato de manitol,XM30P9 - Hexanitrato de manitol
XM5720,Molsidomina,XM5720 - Molsidomina
XM7HW6,Nicorandil,XM7HW6 - Nicorandil
XM5YX5,"Nitrito, amilo (medicinal) (vapor)","XM5YX5 - Nitrito, amilo (medicinal) (vapor)"
XM4J35,Espíritu de éter nitroso,XM4J35 - Espíritu de éter nitroso
XM1VC4,Nitrito de octilo,XM1VC4 - Nitrito de octilo
XM0A82,Organonitrato,XM0A82 - Organonitrato
XM5YA6,Oxifedrina,XM5YA6 - Oxifedrina
XM2N57,Pentaeritritol,XM2N57 - Pentaeritritol
XM3VX9,Pentrinato,XM3VX9 - Pentrinato
XM7F31,Perhexilina,XM7F31 - Perhexilina
XM7FE6,Piridoxilato,XM7FE6 - Piridoxilato
XM4K89,Prenilamina,XM4K89 - Prenilamina
XM2BJ0,Espíritu dulce de niter,XM2BJ0 - Espíritu dulce de niter
XM24R2,Trapidil,XM24R2 - Trapidil
XM5770,Trinitrato de trietanolamina (bifosfato),XM5770 - Trinitrato de trietanolamina (bifosfato)
XM8YZ8,Trinitrina,XM8YZ8 - Trinitrina
XM23M8,Flosequinan,XM23M8 - Flosequinan
XM6V17,Imolamina,XM6V17 - Imolamina
XM0UA6,Cinepazet,XM0UA6 - Cinepazet
XM30L8,Cloridarol,XM30L8 - Cloridarol
XM5AY1,Linsidomina,XM5AY1 - Linsidomina
XM2460,Nesiritida,XM2460 - Nesiritida
XM1M18,Serelaxina,XM1M18 - Serelaxina
XM2VG8,Regadenoson,XM2VG8 - Regadenoson
XM1HP8,Meldonium,XM1HP8 - Meldonium
XM6G82,Tadalafilo,XM6G82 - Tadalafilo
XM9AZ1,Vardenafilo,XM9AZ1 - Vardenafilo
XM65A3,Sildenafil,XM65A3 - Sildenafil
XM7DC4,Nicotinato de aluminio,XM7DC4 - Nicotinato de aluminio
XM1269,Azapetina,XM1269 - Azapetina
XM3GB4,Benciclan,XM3GB4 - Benciclan
XM3FH5,Brovincamina,XM3FH5 - Brovincamina
XM3B71,Buflomedil,XM3B71 - Buflomedil
XM6XW8,Butalamina,XM6XW8 - Butalamina
XM1UQ0,Cetiedilo,XM1UQ0 - Cetiedilo
XM7LH3,Cinepazida,XM7LH3 - Cinepazida
XM16K3,Ciclandelato,XM16K3 - Ciclandelato
XM9Q04,Dihidroergocornina,XM9Q04 - Dihidroergocornina
XM7K86,Dihidroergocriptina,XM7K86 - Dihidroergocriptina
XM3WW1,Dihidroergotoxina,XM3WW1 - Dihidroergotoxina
XM9CH9,Etofilina,XM9CH9 - Etofilina
XM8317,Hepronicato,XM8317 - Hepronicato
XM2LT4,Hidrometilpiridina,XM2LT4 - Hidrometilpiridina
XM86J1,Ifenprodil,XM86J1 - Ifenprodil
XM8MZ0,Kalidinogenasa,XM8MZ0 - Kalidinogenasa
XM5TC7,Calicreina,XM5TC7 - Calicreina
XM6F75,Lipo-alprostadil,XM6F75 - Lipo-alprostadil
XM46T4,Minoxidil,XM46T4 - Minoxidil
XM8YE5,Moxisilita,XM8YE5 - Moxisilita
XM3J93,Naftidrofurilo,XM3J93 - Naftidrofurilo
XM3PK2,Niacina,XM3PK2 - Niacina
XM2GA2,Nicametato,XM2GA2 - Nicametato
XM5TA2,Nicofuranosa,XM5TA2 - Nicofuranosa
XM0274,Alcohol nicotinílico,XM0274 - Alcohol nicotinílico
XM6B85,Nilidrina,XM6B85 - Nilidrina
XM12T2,Fenoxibenzamina,XM12T2 - Fenoxibenzamina
XM67M9,Prostaglandina E1,XM67M9 - Prostaglandina E1
XM1B47,Raubasina,XM1B47 - Raubasina
XM9761,Suloctidil,XM9761 - Suloctidil
XM07V4,Tetranicotinoil fructosa,XM07V4 - Tetranicotinoil fructosa
XM4074,Nicotinato de turfilo,XM4074 - Nicotinato de turfilo
XM79S2,Timoxamina,XM79S2 - Timoxamina
XM1UM9,Vasodilan,XM1UM9 - Vasodilan
XM3LG1,Vinburnina,XM3LG1 - Vinburnina
